"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value"
"Received government transfer or pension, male (% age 15+)","fin37.38.t.d.2","Afghanistan","AFG","2021","4.300"
"Received government transfer or pension, male (% age 15+)","fin37.38.t.d.2","Afghanistan","AFG","2017","2.190"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2023","119174.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2022","115823.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2021","115207.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2020","115363.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2019","113863.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2018","111587.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2017","109074.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2016","105850.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2015","102717.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2014","99121.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2013","95346.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2012","92155.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2011","88669.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2010","85631.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2009","83261.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2008","80252.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2007","78362.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2006","76790.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2005","73764.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2004","71385.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2003","69154.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2002","65405.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2001","62441.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","2000","62265.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1999","61685.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1998","59466.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1997","57124.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1996","54731.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1995","52353.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1994","49662.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1993","45492.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1992","40396.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1991","37347.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1990","36851.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1989","36390.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1988","35423.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1987","35331.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1986","35946.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1985","36833.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1984","37270.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1983","37279.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1982","38170.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1981","42107.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1980","47114.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1979","49686.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1978","50439.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1977","50307.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1976","50005.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1975","49528.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1974","48830.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1973","47934.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1972","46938.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1971","46067.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1970","45389.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1969","44877.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1968","44564.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1967","44398.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1966","44225.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1965","43927.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1964","43510.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1963","42998.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1962","42398.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1961","41815.000"
"Population ages 70-74, male","SP.POP.7074.MA","Afghanistan","AFG","1960","41319.000"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Afghanistan","AFG","2019","103.906"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Afghanistan","AFG","2018","106.744"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Afghanistan","AFG","2017","104.541"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Afghanistan","AFG","2016","99.360"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Afghanistan","AFG","1993","50.600"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Afghanistan","AFG","1985","29.586"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Afghanistan","AFG","1984","30.324"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Afghanistan","AFG","1981","57.116"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Afghanistan","AFG","1980","45.338"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Afghanistan","AFG","1978","34.271"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Afghanistan","AFG","1977","31.729"
"Primary completion rate, male (% of relevant age group)","SE.PRM.CMPT.MA.ZS","Afghanistan","AFG","1974","30.908"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2023","0.589"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2022","0.523"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2021","0.694"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2020","0.732"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2019","1.060"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2018","1.675"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2017","2.259"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2016","2.016"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2015","1.810"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2014","1.457"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2013","0.598"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2012","0.249"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2011","0.175"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2010","0.110"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2009","0.082"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2008","0.058"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2007","0.046"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2006","0.042"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2005","0.033"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2004","0.029"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2003","0.023"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2002","0.020"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2001","0.017"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","2000","0.018"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","1999","0.018"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","1998","0.018"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","1997","0.018"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","1996","0.019"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","1995","0.019"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","1994","0.017"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","1993","0.016"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","1992","0.016"
"Employers, female (% of female employment) (modeled ILO estimate)","SL.EMP.MPYR.FE.ZS","Afghanistan","AFG","1991","0.015"
"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)","SH.STA.AIRP.FE.P5","Afghanistan","AFG","2019","265.000"
"Received government transfer or pension, female (% age 15+)","fin37.38.t.d.1","Afghanistan","AFG","2021","3.050"
"Received government transfer or pension, female (% age 15+)","fin37.38.t.d.1","Afghanistan","AFG","2017","2.230"
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 60+, male (% of male population ages 60+)","SH.DTH.COMM.60UP.MA.ZS","Afghanistan","AFG","2019","8.793"
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 60+, male (% of male population ages 60+)","SH.DTH.COMM.60UP.MA.ZS","Afghanistan","AFG","2015","10.909"
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 60+, male (% of male population ages 60+)","SH.DTH.COMM.60UP.MA.ZS","Afghanistan","AFG","2010","11.775"
"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions, ages 60+, male (% of male population ages 60+)","SH.DTH.COMM.60UP.MA.ZS","Afghanistan","AFG","2000","15.174"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Afghanistan","AFG","2021","18.875"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Afghanistan","AFG","2020","16.227"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Afghanistan","AFG","2017","17.160"
"Labor force with basic education, female (% of female working-age population with basic education)","SL.TLF.BASC.FE.ZS","Afghanistan","AFG","2014","24.459"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2023","1336593.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2022","1279305.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2021","1233808.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2020","1180236.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2019","1120527.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2018","1066389.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2017","1018169.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2016","976872.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2015","944897.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2014","913781.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2013","882172.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2012","855018.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2011","823792.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2010","795706.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2009","774255.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2008","748332.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2007","733216.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2006","720097.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2005","691859.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2004","668488.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2003","645747.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2002","608264.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2001","578203.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","2000","574962.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1999","569226.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1998","549494.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1997","530436.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1996","512075.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1995","493557.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1994","471553.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1993","434951.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1992","387360.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1991","357474.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1990","352197.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1989","347288.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1988","336979.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1987","332529.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1986","332603.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1985","330331.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1984","321387.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1983","315362.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1982","322195.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1981","357054.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1980","401810.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1979","420984.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1978","418695.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1977","406810.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1976","394033.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1975","381934.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1974","370937.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1973","361748.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1972","354310.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1971","347901.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1970","341435.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1969","334688.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1968","327675.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1967","320184.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1966","312889.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1965","306188.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1964","299754.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1963","293396.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1962","287183.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1961","281225.000"
"Population ages 30-34, female","SP.POP.3034.FE","Afghanistan","AFG","1960","275606.000"
"Comprehensive correct knowledge of HIV/AIDS, ages 15-24, male (2 prevent ways and reject 3 misconceptions)","SH.HIV.1524.KW.MA.ZS","Afghanistan","AFG","2015","6.300"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Afghanistan","AFG","2021","8.547"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Afghanistan","AFG","2020","14.543"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Afghanistan","AFG","2017","16.285"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Afghanistan","AFG","2014","8.864"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Afghanistan","AFG","2012","2.552"
"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","SL.UEM.1524.MA.NE.ZS","Afghanistan","AFG","2008","4.095"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2018","13.154"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2017","12.770"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2016","12.771"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2015","9.738"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2014","7.682"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2013","7.317"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2012","11.811"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2011","6.364"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2008","7.997"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2007","11.095"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2005","10.065"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2004","4.123"
"Percentage of students in upper secondary vocational education who are female (%)","UIS.FEP.3.V","Afghanistan","AFG","2003","3.645"
"Human capital index (HCI), male (scale 0-1)","HD.HCI.OVRL.MA","Afghanistan","AFG","2020","0.411"
"Human capital index (HCI), male (scale 0-1)","HD.HCI.OVRL.MA","Afghanistan","AFG","2018","0.405"
"Human capital index (HCI), male (scale 0-1)","HD.HCI.OVRL.MA","Afghanistan","AFG","2017","0.395"
"Primary completion rate, total, based on completers","SE.PRM.CMPL.ZS","Afghanistan","AFG","2018","58.741"
"Primary completion rate, total, based on completers","SE.PRM.CMPL.ZS","Afghanistan","AFG","2017","58.432"
"Primary completion rate, total, based on completers","SE.PRM.CMPL.ZS","Afghanistan","AFG","2016","55.213"
"Primary completion rate, total, based on completers","SE.PRM.CMPL.ZS","Afghanistan","AFG","2015","56.595"
"Primary completion rate, total, based on completers","SE.PRM.CMPL.ZS","Afghanistan","AFG","2014","58.583"
"Primary completion rate, total, based on completers","SE.PRM.CMPL.ZS","Afghanistan","AFG","2013","56.514"
"Primary completion rate, total, based on completers","SE.PRM.CMPL.ZS","Afghanistan","AFG","2012","49.720"
"Primary completion rate, total, based on completers","SE.PRM.CMPL.ZS","Afghanistan","AFG","2011","47.466"
"Primary completion rate, total, based on completers","SE.PRM.CMPL.ZS","Afghanistan","AFG","2009","59.400"
"Primary completion rate, total, based on completers","SE.PRM.CMPL.ZS","Afghanistan","AFG","2008","59.790"
"Cause of death, by injury, ages 15-59, female (% of female population ages 15-59)","SH.DTH.INJR.1559.FE.ZS","Afghanistan","AFG","2019","17.140"
"Cause of death, by injury, ages 15-59, female (% of female population ages 15-59)","SH.DTH.INJR.1559.FE.ZS","Afghanistan","AFG","2015","15.374"
"Cause of death, by injury, ages 15-59, female (% of female population ages 15-59)","SH.DTH.INJR.1559.FE.ZS","Afghanistan","AFG","2010","9.853"
"Cause of death, by injury, ages 15-59, female (% of female population ages 15-59)","SH.DTH.INJR.1559.FE.ZS","Afghanistan","AFG","2000","8.318"
"Borrowed for health or medical purposes (% age 15+)","fin20.t.d","Afghanistan","AFG","2021","57.580"
"Borrowed for health or medical purposes (% age 15+)","fin20.t.d","Afghanistan","AFG","2017","14.300"
"Borrowed for health or medical purposes (% age 15+)","fin20.t.d","Afghanistan","AFG","2014","18.440"
"Most worrying financial issue: money for old age, male (% age 15+)","fin45.1M.d.2","Afghanistan","AFG","2021","13.740"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2023","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2022","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2021","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2020","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2019","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2018","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2017","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2016","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2015","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2014","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2013","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2012","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2011","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2010","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2009","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2008","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2007","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2006","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2005","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2004","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2003","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2002","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2001","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","2000","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","1999","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","1998","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","1997","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","1996","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","1995","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","1994","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","1993","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","1992","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","1991","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","1990","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","1989","20.000"
"Women, Business and the Law: Marriage Indicator Score (scale 1-100)","SG.LAW.INDX.MR","Afghanistan","AFG","1988","20.000"
